LeadROName,ProjectCategory,year,AwardPounds
UNIVERSITY OF KENT,RESEARCH,2018,8449058
UNIVERSITY OF KENT,RESEARCH,2014,365355
UNIVERSITY OF KENT,RESEARCH,2015,1059271
UNIVERSITY OF KENT,RESEARCH,2017,74539
UNIVERSITY OF KENT,RESEARCH,2018,1028833
UNIVERSITY OF KWAZULU-NATAL,RESEARCH,2015,208763
UNIVERSITY OF LEEDS,EDUCATION,2013,1013147
UNIVERSITY OF LEEDS,EDUCATION,2014,1546575
UNIVERSITY OF LEEDS,EDUCATION,2015,2408702
UNIVERSITY OF LEEDS,EDUCATION,2016,6687537
UNIVERSITY OF LEEDS,EDUCATION,2017,2014322
UNIVERSITY OF LEEDS,EDUCATION,2018,11289415
UNIVERSITY OF LEEDS,BUSINESS,2016,141419
UNIVERSITY OF LEEDS,BUSINESS,2017,372183
UNIVERSITY OF LEEDS,OTHER GRANT,2014,2028767
UNIVERSITY OF LEEDS,OTHER GRANT,2017,7199996
UNIVERSITY OF LEEDS,RESEARCH,2012,5597800
UNIVERSITY OF LEEDS,RESEARCH,2013,10665620
UNIVERSITY OF LEEDS,RESEARCH,2014,23258235
UNIVERSITY OF LEEDS,RESEARCH,2015,26596114
UNIVERSITY OF LEEDS,RESEARCH,2016,49372158
UNIVERSITY OF LEEDS,RESEARCH,2017,79710621
UNIVERSITY OF LEEDS,RESEARCH,2018,71244801
UNIVERSITY OF LEEDS,RESEARCH,2014,25709179
UNIVERSITY OF LEEDS,RESEARCH,2015,15074920
UNIVERSITY OF LEEDS,RESEARCH,2016,4665628
UNIVERSITY OF LEEDS,RESEARCH,2017,4458318
UNIVERSITY OF LEEDS,RESEARCH,2018,7718135
UNIVERSITY OF LEICESTER,EDUCATION,2012,2055742
UNIVERSITY OF LEICESTER,EDUCATION,2015,467746
UNIVERSITY OF LEICESTER,EDUCATION,2016,510543
UNIVERSITY OF LEICESTER,EDUCATION,2017,1467173
UNIVERSITY OF LEICESTER,EDUCATION,2018,1156408
UNIVERSITY OF LEICESTER,BUSINESS,2015,148865
UNIVERSITY OF LEICESTER,BUSINESS,2016,75505
UNIVERSITY OF LEICESTER,BUSINESS,2017,472973
UNIVERSITY OF LEICESTER,BUSINESS,2018,164702
UNIVERSITY OF LEICESTER,RESEARCH,2013,822481
UNIVERSITY OF LEICESTER,RESEARCH,2014,761459
UNIVERSITY OF LEICESTER,RESEARCH,2015,9096866
UNIVERSITY OF LEICESTER,RESEARCH,2016,11336855
UNIVERSITY OF LEICESTER,RESEARCH,2017,12806974
UNIVERSITY OF LEICESTER,RESEARCH,2018,20876768
UNIVERSITY OF LEICESTER,RESEARCH,2014,3191663
UNIVERSITY OF LEICESTER,RESEARCH,2015,2364580
UNIVERSITY OF LEICESTER,RESEARCH,2016,193392
UNIVERSITY OF LEICESTER,RESEARCH,2017,1077754
UNIVERSITY OF LEICESTER,RESEARCH,2018,1661390
UNIVERSITY OF LINCOLN,BUSINESS,2016,73200
UNIVERSITY OF LINCOLN,BUSINESS,2018,493410
UNIVERSITY OF LINCOLN,RESEARCH,2016,2483531
UNIVERSITY OF LINCOLN,RESEARCH,2017,183967
UNIVERSITY OF LINCOLN,RESEARCH,2018,5163437
UNIVERSITY OF LIVERPOOL,EDUCATION,2013,985447
UNIVERSITY OF LIVERPOOL,EDUCATION,2014,1232980
UNIVERSITY OF LIVERPOOL,EDUCATION,2015,1328296
UNIVERSITY OF LIVERPOOL,EDUCATION,2016,1243650
UNIVERSITY OF LIVERPOOL,EDUCATION,2017,2725752
UNIVERSITY OF LIVERPOOL,EDUCATION,2018,4909281
UNIVERSITY OF LIVERPOOL,BUSINESS,2016,233857
UNIVERSITY OF LIVERPOOL,BUSINESS,2017,225510
UNIVERSITY OF LIVERPOOL,BUSINESS,2018,784509
UNIVERSITY OF LIVERPOOL,OTHER GRANT,2012,6150850
UNIVERSITY OF LIVERPOOL,OTHER GRANT,2016,391173
UNIVERSITY OF LIVERPOOL,RESEARCH,2012,333615
UNIVERSITY OF LIVERPOOL,RESEARCH,2013,225732
UNIVERSITY OF LIVERPOOL,RESEARCH,2014,15409009
UNIVERSITY OF LIVERPOOL,RESEARCH,2015,29311472
UNIVERSITY OF LIVERPOOL,RESEARCH,2016,21049298
UNIVERSITY OF LIVERPOOL,RESEARCH,2017,50691850
UNIVERSITY OF LIVERPOOL,RESEARCH,2018,31395762
UNIVERSITY OF LIVERPOOL,BUSINESS,2017,4716257
UNIVERSITY OF LIVERPOOL,RESEARCH,2011,24721145
UNIVERSITY OF LIVERPOOL,RESEARCH,2013,205944
UNIVERSITY OF LIVERPOOL,RESEARCH,2014,12320980
UNIVERSITY OF LIVERPOOL,RESEARCH,2015,4280189
UNIVERSITY OF LIVERPOOL,RESEARCH,2016,2671409
UNIVERSITY OF LIVERPOOL,RESEARCH,2017,9750995
UNIVERSITY OF LIVERPOOL,RESEARCH,2018,4595292
UNIVERSITY OF LONDON,RESEARCH,2013,782409
UNIVERSITY OF LONDON,RESEARCH,2016,881659
UNIVERSITY OF LONDON,RESEARCH,2017,37824
UNIVERSITY OF MALAWI,RESEARCH,2015,128674
UNIVERSITY OF MANCHESTER,EDUCATION,2013,3016592
UNIVERSITY OF MANCHESTER,EDUCATION,2014,4297599
UNIVERSITY OF MANCHESTER,EDUCATION,2015,7358110
UNIVERSITY OF MANCHESTER,EDUCATION,2016,8076541
UNIVERSITY OF MANCHESTER,EDUCATION,2017,8275126
UNIVERSITY OF MANCHESTER,EDUCATION,2018,3914148
UNIVERSITY OF MANCHESTER,BUSINESS,2018,250672
UNIVERSITY OF MANCHESTER,OTHER GRANT,2016,4001951
UNIVERSITY OF MANCHESTER,OTHER GRANT,2018,169253
UNIVERSITY OF MANCHESTER,RESEARCH,2012,12645776
UNIVERSITY OF MANCHESTER,RESEARCH,2013,18831228
UNIVERSITY OF MANCHESTER,RESEARCH,2014,43911177
UNIVERSITY OF MANCHESTER,RESEARCH,2015,41627148
UNIVERSITY OF MANCHESTER,RESEARCH,2016,232342206
UNIVERSITY OF MANCHESTER,RESEARCH,2017,104744619
UNIVERSITY OF MANCHESTER,RESEARCH,2018,54342429
UNIVERSITY OF MANCHESTER,RESEARCH,2011,2508067
UNIVERSITY OF MANCHESTER,RESEARCH,2013,1441608
UNIVERSITY OF MANCHESTER,RESEARCH,2014,33844180
UNIVERSITY OF MANCHESTER,RESEARCH,2015,13763491
UNIVERSITY OF MANCHESTER,RESEARCH,2016,8261978
UNIVERSITY OF MANCHESTER,RESEARCH,2017,5741668
UNIVERSITY OF MANCHESTER,RESEARCH,2018,11391112
UNIVERSITY OF MICHIGAN,RESEARCH,2017,697241
UNIVERSITY OF NORTHAMPTON,BUSINESS,2017,101035
UNIVERSITY OF NORTHAMPTON,BUSINESS,2018,96897
UNIVERSITY OF NORTHAMPTON,RESEARCH,2017,99771
UNIVERSITY OF NOTTINGHAM,BUSINESS,2015,2605013
UNIVERSITY OF NOTTINGHAM,BUSINESS,2018,3800000
UNIVERSITY OF NOTTINGHAM,RESEARCH,2016,59880000
UNIVERSITY OF NOTTINGHAM,RESEARCH,2017,649380
UNIVERSITY OF NOTTINGHAM,EDUCATION,2014,3505941
UNIVERSITY OF NOTTINGHAM,EDUCATION,2015,2443627
UNIVERSITY OF NOTTINGHAM,EDUCATION,2016,2120469
UNIVERSITY OF NOTTINGHAM,EDUCATION,2017,982465
UNIVERSITY OF NOTTINGHAM,EDUCATION,2018,2715388
UNIVERSITY OF NOTTINGHAM,BUSINESS,2015,254980
UNIVERSITY OF NOTTINGHAM,BUSINESS,2016,303767
UNIVERSITY OF NOTTINGHAM,BUSINESS,2017,779675
UNIVERSITY OF NOTTINGHAM,BUSINESS,2018,1249826
UNIVERSITY OF NOTTINGHAM,OTHER GRANT,2015,2781532
UNIVERSITY OF NOTTINGHAM,RESEARCH,2012,15523196
UNIVERSITY OF NOTTINGHAM,RESEARCH,2013,16236539
UNIVERSITY OF NOTTINGHAM,RESEARCH,2014,20392697
UNIVERSITY OF NOTTINGHAM,RESEARCH,2015,27453923
UNIVERSITY OF NOTTINGHAM,RESEARCH,2016,36230488
UNIVERSITY OF NOTTINGHAM,RESEARCH,2017,57911758
UNIVERSITY OF NOTTINGHAM,RESEARCH,2018,32250268
UNIVERSITY OF NOTTINGHAM,RESEARCH,2011,7834668
UNIVERSITY OF NOTTINGHAM,RESEARCH,2014,24115013
UNIVERSITY OF NOTTINGHAM,RESEARCH,2015,15950348
UNIVERSITY OF NOTTINGHAM,RESEARCH,2016,6589252
UNIVERSITY OF NOTTINGHAM,RESEARCH,2017,3514278
UNIVERSITY OF NOTTINGHAM,RESEARCH,2018,9675511
UNIVERSITY OF OXFORD,BUSINESS,2018,6125255
UNIVERSITY OF OXFORD,RESEARCH,2018,158550
UNIVERSITY OF OXFORD,RESEARCH,2018,5084944
UNIVERSITY OF OXFORD,RESEARCH,2017,205673
UNIVERSITY OF OXFORD,EDUCATION,2011,1171399
UNIVERSITY OF OXFORD,EDUCATION,2013,12505153
UNIVERSITY OF OXFORD,EDUCATION,2014,15191916
UNIVERSITY OF OXFORD,EDUCATION,2015,8623349
UNIVERSITY OF OXFORD,EDUCATION,2016,9662004
UNIVERSITY OF OXFORD,EDUCATION,2017,11893559
UNIVERSITY OF OXFORD,EDUCATION,2018,24656997
UNIVERSITY OF OXFORD,BUSINESS,2017,422685
UNIVERSITY OF OXFORD,OTHER GRANT,2013,3276606
UNIVERSITY OF OXFORD,OTHER GRANT,2015,332508
UNIVERSITY OF OXFORD,RESEARCH,2011,22172075
UNIVERSITY OF OXFORD,RESEARCH,2013,38134418
UNIVERSITY OF OXFORD,RESEARCH,2014,93307300
UNIVERSITY OF OXFORD,RESEARCH,2015,90367576
UNIVERSITY OF OXFORD,RESEARCH,2016,109687994
UNIVERSITY OF OXFORD,RESEARCH,2017,92752689
UNIVERSITY OF OXFORD,RESEARCH,2018,89836824
UNIVERSITY OF OXFORD,BUSINESS,2016,976757
UNIVERSITY OF OXFORD,BUSINESS,2017,1209548
UNIVERSITY OF OXFORD,RESEARCH,2011,19030325
UNIVERSITY OF OXFORD,RESEARCH,2012,1085353
UNIVERSITY OF OXFORD,RESEARCH,2013,5797414
UNIVERSITY OF OXFORD,RESEARCH,2014,56660301
UNIVERSITY OF OXFORD,RESEARCH,2015,21644601
UNIVERSITY OF OXFORD,RESEARCH,2016,18041927
UNIVERSITY OF OXFORD,RESEARCH,2017,12275953
UNIVERSITY OF OXFORD,RESEARCH,2018,18356305
UNIVERSITY OF PASSAU,RESEARCH,2018,200008
UNIVERSITY OF PLYMOUTH,EDUCATION,2018,249806
UNIVERSITY OF PLYMOUTH,BUSINESS,2015,100236
UNIVERSITY OF PLYMOUTH,BUSINESS,2017,98891
UNIVERSITY OF PLYMOUTH,BUSINESS,2018,397949
UNIVERSITY OF PLYMOUTH,RESEARCH,2013,301198
UNIVERSITY OF PLYMOUTH,RESEARCH,2014,567041
UNIVERSITY OF PLYMOUTH,RESEARCH,2015,2118863
UNIVERSITY OF PLYMOUTH,RESEARCH,2016,2598562
UNIVERSITY OF PLYMOUTH,RESEARCH,2017,1667659
UNIVERSITY OF PLYMOUTH,RESEARCH,2018,1762794
UNIVERSITY OF PLYMOUTH,RESEARCH,2017,88508
UNIVERSITY OF PLYMOUTH,RESEARCH,2018,72711
UNIVERSITY OF PORTSMOUTH,RESEARCH,2018,465732
UNIVERSITY OF PORTSMOUTH,EDUCATION,2015,91360
UNIVERSITY OF PORTSMOUTH,BUSINESS,2016,206680
UNIVERSITY OF PORTSMOUTH,BUSINESS,2017,196544
UNIVERSITY OF PORTSMOUTH,BUSINESS,2018,245219
UNIVERSITY OF PORTSMOUTH,RESEARCH,2013,484688
UNIVERSITY OF PORTSMOUTH,RESEARCH,2015,1438359
UNIVERSITY OF PORTSMOUTH,RESEARCH,2016,2575390
UNIVERSITY OF PORTSMOUTH,RESEARCH,2017,1416015
UNIVERSITY OF PORTSMOUTH,RESEARCH,2018,2159212
UNIVERSITY OF PORTSMOUTH,RESEARCH,2014,141734
UNIVERSITY OF PORTSMOUTH,RESEARCH,2015,455700
UNIVERSITY OF PORTSMOUTH,RESEARCH,2017,149078
UNIVERSITY OF PORTSMOUTH,RESEARCH,2018,150664
UNIVERSITY OF READING,RESEARCH,2018,73764
UNIVERSITY OF READING,EDUCATION,2015,944888
UNIVERSITY OF READING,EDUCATION,2016,244468
UNIVERSITY OF READING,EDUCATION,2017,1198571
UNIVERSITY OF READING,EDUCATION,2018,716680
UNIVERSITY OF READING,BUSINESS,2015,108501
UNIVERSITY OF READING,BUSINESS,2016,139680
UNIVERSITY OF READING,BUSINESS,2017,431344
UNIVERSITY OF READING,BUSINESS,2018,95892
UNIVERSITY OF READING,RESEARCH,2013,3942444
UNIVERSITY OF READING,RESEARCH,2014,3133040
UNIVERSITY OF READING,RESEARCH,2015,10983760
UNIVERSITY OF READING,RESEARCH,2016,13529378
UNIVERSITY OF READING,RESEARCH,2017,14505361
UNIVERSITY OF READING,RESEARCH,2018,10695595
UNIVERSITY OF READING,RESEARCH,2013,205944
UNIVERSITY OF READING,RESEARCH,2014,177641
UNIVERSITY OF READING,RESEARCH,2015,1420877
UNIVERSITY OF READING,RESEARCH,2016,808642
UNIVERSITY OF READING,RESEARCH,2017,379216
UNIVERSITY OF READING,RESEARCH,2018,1038234
UNIVERSITY OF SALFORD,EDUCATION,2017,110946
UNIVERSITY OF SALFORD,RESEARCH,2013,269545
UNIVERSITY OF SALFORD,RESEARCH,2015,956613
UNIVERSITY OF SALFORD,RESEARCH,2016,495573
UNIVERSITY OF SALFORD,RESEARCH,2017,1241231
UNIVERSITY OF SALFORD,RESEARCH,2018,2082146
UNIVERSITY OF SALFORD,RESEARCH,2014,69524
UNIVERSITY OF SALFORD(THE),BUSINESS,2016,110334
UNIVERSITY OF SALFORD(THE),BUSINESS,2017,548684
UNIVERSITY OF SALFORD(THE),BUSINESS,2018,258741
UNIVERSITY OF SHEFFIELD,BUSINESS,2016,4100000
UNIVERSITY OF SHEFFIELD,RESEARCH,2017,5976447
UNIVERSITY OF SHEFFIELD,RESEARCH,2017,468463
UNIVERSITY OF SHEFFIELD,EDUCATION,2014,643679
UNIVERSITY OF SHEFFIELD,EDUCATION,2015,2866316
UNIVERSITY OF SHEFFIELD,EDUCATION,2016,6258749
UNIVERSITY OF SHEFFIELD,EDUCATION,2017,1631501
UNIVERSITY OF SHEFFIELD,EDUCATION,2018,11911021
UNIVERSITY OF SHEFFIELD,BUSINESS,2016,406706
UNIVERSITY OF SHEFFIELD,BUSINESS,2017,819777
UNIVERSITY OF SHEFFIELD,BUSINESS,2018,429279
UNIVERSITY OF SHEFFIELD,OTHER GRANT,2016,323928
UNIVERSITY OF SHEFFIELD,OTHER GRANT,2017,7979599
UNIVERSITY OF SHEFFIELD,RESEARCH,2011,12604412
UNIVERSITY OF SHEFFIELD,RESEARCH,2012,699361
UNIVERSITY OF SHEFFIELD,RESEARCH,2013,7516215
UNIVERSITY OF SHEFFIELD,RESEARCH,2014,19087079
UNIVERSITY OF SHEFFIELD,RESEARCH,2015,29057977
UNIVERSITY OF SHEFFIELD,RESEARCH,2016,77889910
UNIVERSITY OF SHEFFIELD,RESEARCH,2017,35616929
UNIVERSITY OF SHEFFIELD,RESEARCH,2018,37806157
UNIVERSITY OF SHEFFIELD,RESEARCH,2011,20915988
UNIVERSITY OF SHEFFIELD,RESEARCH,2014,22684251
UNIVERSITY OF SHEFFIELD,RESEARCH,2015,5249051
UNIVERSITY OF SHEFFIELD,RESEARCH,2016,6123191
UNIVERSITY OF SHEFFIELD,RESEARCH,2017,10137273
UNIVERSITY OF SHEFFIELD,RESEARCH,2018,11083755
UNIVERSITY OF SOUTH WALES,BUSINESS,2018,140088
UNIVERSITY OF SOUTH WALES,RESEARCH,2018,278515
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2018,1650000
UNIVERSITY OF SOUTHAMPTON,EDUCATION,2013,1105048
UNIVERSITY OF SOUTHAMPTON,EDUCATION,2014,3388488
UNIVERSITY OF SOUTHAMPTON,EDUCATION,2015,3836765
UNIVERSITY OF SOUTHAMPTON,EDUCATION,2016,2485355
UNIVERSITY OF SOUTHAMPTON,EDUCATION,2017,3211557
UNIVERSITY OF SOUTHAMPTON,EDUCATION,2018,4750751
UNIVERSITY OF SOUTHAMPTON,BUSINESS,2016,101840
UNIVERSITY OF SOUTHAMPTON,BUSINESS,2017,396640
UNIVERSITY OF SOUTHAMPTON,BUSINESS,2018,573818
UNIVERSITY OF SOUTHAMPTON,OTHER GRANT,2016,4680553
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2012,8139098
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2013,26472232
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2014,19501086
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2015,40895221
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2016,42095427
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2017,69920170
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2018,32222885
UNIVERSITY OF SOUTHAMPTON,EDUCATION,2014,4500000
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2011,8119798
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2013,617832
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2014,23700220
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2015,7020729
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2016,9427250
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2017,10345653
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2018,13175935
UNIVERSITY OF ST ANDREWS,EDUCATION,2014,1483059
UNIVERSITY OF ST ANDREWS,EDUCATION,2017,1827060
UNIVERSITY OF ST ANDREWS,EDUCATION,2018,1347498
UNIVERSITY OF ST ANDREWS,BUSINESS,2016,112985
UNIVERSITY OF ST ANDREWS,RESEARCH,2013,5343051
UNIVERSITY OF ST ANDREWS,RESEARCH,2014,1222664
UNIVERSITY OF ST ANDREWS,RESEARCH,2015,4943111
UNIVERSITY OF ST ANDREWS,RESEARCH,2016,5216330
UNIVERSITY OF ST ANDREWS,RESEARCH,2017,16742969
UNIVERSITY OF ST ANDREWS,RESEARCH,2018,21318122
UNIVERSITY OF ST ANDREWS,RESEARCH,2014,10805760
UNIVERSITY OF ST ANDREWS,RESEARCH,2015,2804522
UNIVERSITY OF ST ANDREWS,RESEARCH,2016,1784777
UNIVERSITY OF ST ANDREWS,RESEARCH,2017,851818
UNIVERSITY OF ST ANDREWS,RESEARCH,2018,1555424
UNIVERSITY OF STIRLING,EDUCATION,2014,462976
UNIVERSITY OF STIRLING,EDUCATION,2018,641981
UNIVERSITY OF STIRLING,RESEARCH,2012,632016
UNIVERSITY OF STIRLING,RESEARCH,2013,460292
UNIVERSITY OF STIRLING,RESEARCH,2014,407897
UNIVERSITY OF STIRLING,RESEARCH,2015,1498692
UNIVERSITY OF STIRLING,RESEARCH,2016,2317993
UNIVERSITY OF STIRLING,RESEARCH,2017,5416861
UNIVERSITY OF STIRLING,RESEARCH,2018,3021619
UNIVERSITY OF STIRLING,RESEARCH,2016,86776
UNIVERSITY OF STRATHCLYDE,EDUCATION,2014,1071470
UNIVERSITY OF STRATHCLYDE,EDUCATION,2015,1394319
UNIVERSITY OF STRATHCLYDE,EDUCATION,2016,1100149
UNIVERSITY OF STRATHCLYDE,EDUCATION,2017,1582667
UNIVERSITY OF STRATHCLYDE,EDUCATION,2018,1373263
UNIVERSITY OF STRATHCLYDE,BUSINESS,2017,294957
UNIVERSITY OF STRATHCLYDE,BUSINESS,2018,275994
UNIVERSITY OF STRATHCLYDE,RESEARCH,2013,5438045
UNIVERSITY OF STRATHCLYDE,RESEARCH,2014,6233084
UNIVERSITY OF STRATHCLYDE,RESEARCH,2015,3403867
UNIVERSITY OF STRATHCLYDE,RESEARCH,2016,12385559
UNIVERSITY OF STRATHCLYDE,RESEARCH,2017,28969117
UNIVERSITY OF STRATHCLYDE,RESEARCH,2018,19933790
UNIVERSITY OF STRATHCLYDE,RESEARCH,2011,1231298
UNIVERSITY OF STRATHCLYDE,RESEARCH,2012,4348959
UNIVERSITY OF STRATHCLYDE,RESEARCH,2013,411888
UNIVERSITY OF STRATHCLYDE,RESEARCH,2014,13021616
UNIVERSITY OF STRATHCLYDE,RESEARCH,2015,2736735
UNIVERSITY OF STRATHCLYDE,RESEARCH,2016,3944646
UNIVERSITY OF STRATHCLYDE,RESEARCH,2017,1576525
UNIVERSITY OF STRATHCLYDE,RESEARCH,2018,6231592
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,BUSINESS,2017,6594642
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,RESEARCH,2018,531390
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,BUSINESS,2014,100843
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,BUSINESS,2016,140756
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,BUSINESS,2017,579453
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,BUSINESS,2018,699327
UNIVERSITY OF SUNDERLAND,RESEARCH,2018,1521812
UNIVERSITY OF SURREY,EDUCATION,2017,274272
UNIVERSITY OF SURREY,EDUCATION,2018,2839958
UNIVERSITY OF SURREY,BUSINESS,2015,113490
UNIVERSITY OF SURREY,BUSINESS,2016,138087
UNIVERSITY OF SURREY,BUSINESS,2017,151121
UNIVERSITY OF SURREY,OTHER GRANT,2017,8836433
UNIVERSITY OF SURREY,RESEARCH,2013,5415204
UNIVERSITY OF SURREY,RESEARCH,2014,8325898
UNIVERSITY OF SURREY,RESEARCH,2015,11327079
UNIVERSITY OF SURREY,RESEARCH,2016,28698026
UNIVERSITY OF SURREY,RESEARCH,2017,23011705
UNIVERSITY OF SURREY,RESEARCH,2018,9161308
UNIVERSITY OF SURREY,RESEARCH,2011,10987802
UNIVERSITY OF SURREY,RESEARCH,2013,274592
UNIVERSITY OF SURREY,RESEARCH,2014,4936601
UNIVERSITY OF SURREY,RESEARCH,2015,2237606
UNIVERSITY OF SURREY,RESEARCH,2016,2846359
UNIVERSITY OF SURREY,RESEARCH,2017,1392866
UNIVERSITY OF SURREY,RESEARCH,2018,4602344
UNIVERSITY OF SUSSEX,RESEARCH,2017,238170
UNIVERSITY OF SUSSEX,EDUCATION,2013,253829
UNIVERSITY OF SUSSEX,EDUCATION,2014,92546
UNIVERSITY OF SUSSEX,EDUCATION,2015,2441846
UNIVERSITY OF SUSSEX,EDUCATION,2017,327845
UNIVERSITY OF SUSSEX,EDUCATION,2018,2518331
UNIVERSITY OF SUSSEX,BUSINESS,2018,144039
UNIVERSITY OF SUSSEX,RESEARCH,2013,5633490
UNIVERSITY OF SUSSEX,RESEARCH,2014,2688647
UNIVERSITY OF SUSSEX,RESEARCH,2015,5939921
UNIVERSITY OF SUSSEX,RESEARCH,2016,6521604
UNIVERSITY OF SUSSEX,RESEARCH,2017,9408267
UNIVERSITY OF SUSSEX,RESEARCH,2018,12952402
UNIVERSITY OF SUSSEX,RESEARCH,2011,4815835
UNIVERSITY OF SUSSEX,RESEARCH,2013,68648
UNIVERSITY OF SUSSEX,RESEARCH,2014,928849
UNIVERSITY OF SUSSEX,RESEARCH,2015,1360737
UNIVERSITY OF SUSSEX,RESEARCH,2016,640223
UNIVERSITY OF SUSSEX,RESEARCH,2017,434929
UNIVERSITY OF SUSSEX,RESEARCH,2018,1140394
UNIVERSITY OF TEESSIDE,RESEARCH,2018,361280
UNIVERSITY OF TEESSIDE,BUSINESS,2017,91317
UNIVERSITY OF TEESSIDE,BUSINESS,2018,173039
UNIVERSITY OF TEESSIDE,RESEARCH,2017,91848
UNIVERSITY OF THE ANDES - COLOMBIA,RESEARCH,2017,275573
UNIVERSITY OF THE ARTS LONDON,RESEARCH,2017,299280
UNIVERSITY OF THE ARTS LONDON,RESEARCH,2018,6560653
UNIVERSITY OF THE FREE STATE,RESEARCH,2016,670903
UNIVERSITY OF THE HIGHLANDS AND ISLANDS,RESEARCH,2013,116053
UNIVERSITY OF THE WEST OF ENGLAND,EDUCATION,2018,1318758
UNIVERSITY OF THE WEST OF ENGLAND,BUSINESS,2017,340344
UNIVERSITY OF THE WEST OF ENGLAND,BUSINESS,2018,74207
UNIVERSITY OF THE WEST OF ENGLAND,RESEARCH,2013,304861
UNIVERSITY OF THE WEST OF ENGLAND,RESEARCH,2014,2114371
UNIVERSITY OF THE WEST OF ENGLAND,RESEARCH,2015,499096
UNIVERSITY OF THE WEST OF ENGLAND,RESEARCH,2016,646065
UNIVERSITY OF THE WEST OF ENGLAND,RESEARCH,2017,1393588
UNIVERSITY OF THE WEST OF ENGLAND,RESEARCH,2018,7908447
"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL'S INTERNATIONAL COLLEGE",BUSINESS,2017,107724
"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL'S INTERNATIONAL COLLEGE",BUSINESS,2018,102960
UNIVERSITY OF THE WEST OF SCOTLAND,RESEARCH,2018,268728
UNIVERSITY OF THE WEST OF SCOTLAND,BUSINESS,2018,367636
UNIVERSITY OF THE WEST OF SCOTLAND,RESEARCH,2014,379758
UNIVERSITY OF THE WEST OF SCOTLAND,RESEARCH,2016,180624
UNIVERSITY OF THE WEST OF SCOTLAND,RESEARCH,2017,779539
UNIVERSITY OF THE WEST OF SCOTLAND,RESEARCH,2018,330298
UNIVERSITY OF THE WEST OF SCOTLAND,RESEARCH,2016,149497
UNIVERSITY OF THE WEST OF SCOTLAND,RESEARCH,2017,79664
UNIVERSITY OF THE WITWATERSRAND,RESEARCH,2016,669626
UNIVERSITY OF THE WITWATERSRAND,RESEARCH,2017,150033
UNIVERSITY OF ULSTER,BUSINESS,2016,139150
UNIVERSITY OF ULSTER,BUSINESS,2017,718357
UNIVERSITY OF ULSTER,BUSINESS,2018,204953
UNIVERSITY OF ULSTER,RESEARCH,2012,34051
UNIVERSITY OF ULSTER,RESEARCH,2013,970513
UNIVERSITY OF ULSTER,RESEARCH,2015,1421506
UNIVERSITY OF ULSTER,RESEARCH,2016,925871
UNIVERSITY OF ULSTER,RESEARCH,2017,5809568
UNIVERSITY OF ULSTER,RESEARCH,2018,7398831
UNIVERSITY OF WALES,RESEARCH,2014,785783
"UNIVERSITY OF WALES, LAMPETER",RESEARCH,2017,73858
UNIVERSITY OF WARWICK,RESEARCH,2017,4553000
UNIVERSITY OF WARWICK,RESEARCH,2018,17566099
UNIVERSITY OF WARWICK,RESEARCH,2018,99560
UNIVERSITY OF WARWICK,EDUCATION,2013,813445
UNIVERSITY OF WARWICK,EDUCATION,2014,934489
UNIVERSITY OF WARWICK,EDUCATION,2015,895359
UNIVERSITY OF WARWICK,EDUCATION,2016,3799686
UNIVERSITY OF WARWICK,EDUCATION,2017,1185078
UNIVERSITY OF WARWICK,EDUCATION,2018,5480179
UNIVERSITY OF WARWICK,BUSINESS,2017,74843
UNIVERSITY OF WARWICK,BUSINESS,2018,233913
UNIVERSITY OF WARWICK,OTHER GRANT,2015,3019347
UNIVERSITY OF WARWICK,RESEARCH,2012,7425950
UNIVERSITY OF WARWICK,RESEARCH,2013,15160085
UNIVERSITY OF WARWICK,RESEARCH,2014,24797691
UNIVERSITY OF WARWICK,RESEARCH,2015,21175590
UNIVERSITY OF WARWICK,RESEARCH,2016,18205592
UNIVERSITY OF WARWICK,RESEARCH,2017,29722044
