LeadROName,ProjectCategory,year,AwardPounds,ProviderType
UNIVERSITY OF LIVERPOOL,EDUCATION,2018,4909281,UNIVERSITY
UNIVERSITY OF LIVERPOOL,BUSINESS,2016,233857,UNIVERSITY
UNIVERSITY OF LIVERPOOL,BUSINESS,2017,225510,UNIVERSITY
UNIVERSITY OF LIVERPOOL,BUSINESS,2018,784509,UNIVERSITY
UNIVERSITY OF LIVERPOOL,OTHER GRANT,2012,6150850,UNIVERSITY
UNIVERSITY OF LIVERPOOL,OTHER GRANT,2016,391173,UNIVERSITY
UNIVERSITY OF LIVERPOOL,RESEARCH,2012,333615,UNIVERSITY
UNIVERSITY OF LIVERPOOL,RESEARCH,2013,225732,UNIVERSITY
UNIVERSITY OF LIVERPOOL,RESEARCH,2014,15409009,UNIVERSITY
UNIVERSITY OF LIVERPOOL,RESEARCH,2015,29311472,UNIVERSITY
UNIVERSITY OF LIVERPOOL,RESEARCH,2016,21049298,UNIVERSITY
UNIVERSITY OF LIVERPOOL,RESEARCH,2017,50691850,UNIVERSITY
UNIVERSITY OF LIVERPOOL,RESEARCH,2018,31395762,UNIVERSITY
UNIVERSITY OF LIVERPOOL,BUSINESS,2017,4716257,UNIVERSITY
UNIVERSITY OF LIVERPOOL,RESEARCH,2011,24721145,UNIVERSITY
UNIVERSITY OF LIVERPOOL,RESEARCH,2013,205944,UNIVERSITY
UNIVERSITY OF LIVERPOOL,RESEARCH,2014,12320980,UNIVERSITY
UNIVERSITY OF LIVERPOOL,RESEARCH,2015,4280189,UNIVERSITY
UNIVERSITY OF LIVERPOOL,RESEARCH,2016,2671409,UNIVERSITY
UNIVERSITY OF LIVERPOOL,RESEARCH,2017,9750995,UNIVERSITY
UNIVERSITY OF LIVERPOOL,RESEARCH,2018,4595292,UNIVERSITY
UNIVERSITY OF LONDON,RESEARCH,2013,782409,UNIVERSITY
UNIVERSITY OF LONDON,RESEARCH,2016,881659,UNIVERSITY
UNIVERSITY OF LONDON,RESEARCH,2017,37824,UNIVERSITY
UNIVERSITY OF MALAWI,RESEARCH,2015,128674,UNIVERSITY
UNIVERSITY OF MANCHESTER,EDUCATION,2013,3016592,UNIVERSITY
UNIVERSITY OF MANCHESTER,EDUCATION,2014,4297599,UNIVERSITY
UNIVERSITY OF MANCHESTER,EDUCATION,2015,7358110,UNIVERSITY
UNIVERSITY OF MANCHESTER,EDUCATION,2016,8076541,UNIVERSITY
UNIVERSITY OF MANCHESTER,EDUCATION,2017,8275126,UNIVERSITY
UNIVERSITY OF MANCHESTER,EDUCATION,2018,3914148,UNIVERSITY
UNIVERSITY OF MANCHESTER,BUSINESS,2018,250672,UNIVERSITY
UNIVERSITY OF MANCHESTER,OTHER GRANT,2016,4001951,UNIVERSITY
UNIVERSITY OF MANCHESTER,OTHER GRANT,2018,169253,UNIVERSITY
UNIVERSITY OF MANCHESTER,RESEARCH,2012,12645776,UNIVERSITY
UNIVERSITY OF MANCHESTER,RESEARCH,2013,18831228,UNIVERSITY
UNIVERSITY OF MANCHESTER,RESEARCH,2014,43911177,UNIVERSITY
UNIVERSITY OF MANCHESTER,RESEARCH,2015,41627148,UNIVERSITY
UNIVERSITY OF MANCHESTER,RESEARCH,2016,232342206,UNIVERSITY
UNIVERSITY OF MANCHESTER,RESEARCH,2017,104744619,UNIVERSITY
UNIVERSITY OF MANCHESTER,RESEARCH,2018,54342429,UNIVERSITY
UNIVERSITY OF MANCHESTER,RESEARCH,2011,2508067,UNIVERSITY
UNIVERSITY OF MANCHESTER,RESEARCH,2013,1441608,UNIVERSITY
UNIVERSITY OF MANCHESTER,RESEARCH,2014,33844180,UNIVERSITY
UNIVERSITY OF MANCHESTER,RESEARCH,2015,13763491,UNIVERSITY
UNIVERSITY OF MANCHESTER,RESEARCH,2016,8261978,UNIVERSITY
UNIVERSITY OF MANCHESTER,RESEARCH,2017,5741668,UNIVERSITY
UNIVERSITY OF MANCHESTER,RESEARCH,2018,11391112,UNIVERSITY
UNIVERSITY OF MICHIGAN,RESEARCH,2017,697241,UNIVERSITY
UNIVERSITY OF NORTHAMPTON,BUSINESS,2017,101035,UNIVERSITY
UNIVERSITY OF NORTHAMPTON,BUSINESS,2018,96897,UNIVERSITY
UNIVERSITY OF NORTHAMPTON,RESEARCH,2017,99771,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,BUSINESS,2015,2605013,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,BUSINESS,2018,3800000,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,RESEARCH,2016,59880000,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,RESEARCH,2017,649380,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,EDUCATION,2014,3505941,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,EDUCATION,2015,2443627,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,EDUCATION,2016,2120469,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,EDUCATION,2017,982465,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,EDUCATION,2018,2715388,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,BUSINESS,2015,254980,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,BUSINESS,2016,303767,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,BUSINESS,2017,779675,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,BUSINESS,2018,1249826,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,OTHER GRANT,2015,2781532,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,RESEARCH,2012,15523196,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,RESEARCH,2013,16236539,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,RESEARCH,2014,20392697,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,RESEARCH,2015,27453923,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,RESEARCH,2016,36230488,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,RESEARCH,2017,57911758,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,RESEARCH,2018,32250268,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,RESEARCH,2011,7834668,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,RESEARCH,2014,24115013,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,RESEARCH,2015,15950348,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,RESEARCH,2016,6589252,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,RESEARCH,2017,3514278,UNIVERSITY
UNIVERSITY OF NOTTINGHAM,RESEARCH,2018,9675511,UNIVERSITY
UNIVERSITY OF OXFORD,BUSINESS,2018,6125255,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2018,158550,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2018,5084944,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2017,205673,UNIVERSITY
UNIVERSITY OF OXFORD,EDUCATION,2011,1171399,UNIVERSITY
UNIVERSITY OF OXFORD,EDUCATION,2013,12505153,UNIVERSITY
UNIVERSITY OF OXFORD,EDUCATION,2014,15191916,UNIVERSITY
UNIVERSITY OF OXFORD,EDUCATION,2015,8623349,UNIVERSITY
UNIVERSITY OF OXFORD,EDUCATION,2016,9662004,UNIVERSITY
UNIVERSITY OF OXFORD,EDUCATION,2017,11893559,UNIVERSITY
UNIVERSITY OF OXFORD,EDUCATION,2018,24656997,UNIVERSITY
UNIVERSITY OF OXFORD,BUSINESS,2017,422685,UNIVERSITY
UNIVERSITY OF OXFORD,OTHER GRANT,2013,3276606,UNIVERSITY
UNIVERSITY OF OXFORD,OTHER GRANT,2015,332508,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2011,22172075,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2013,38134418,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2014,93307300,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2015,90367576,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2016,109687994,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2017,92752689,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2018,89836824,UNIVERSITY
UNIVERSITY OF OXFORD,BUSINESS,2016,976757,UNIVERSITY
UNIVERSITY OF OXFORD,BUSINESS,2017,1209548,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2011,19030325,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2012,1085353,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2013,5797414,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2014,56660301,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2015,21644601,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2016,18041927,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2017,12275953,UNIVERSITY
UNIVERSITY OF OXFORD,RESEARCH,2018,18356305,UNIVERSITY
UNIVERSITY OF PASSAU,RESEARCH,2018,200008,UNIVERSITY
UNIVERSITY OF PLYMOUTH,EDUCATION,2018,249806,UNIVERSITY
UNIVERSITY OF PLYMOUTH,BUSINESS,2015,100236,UNIVERSITY
UNIVERSITY OF PLYMOUTH,BUSINESS,2017,98891,UNIVERSITY
UNIVERSITY OF PLYMOUTH,BUSINESS,2018,397949,UNIVERSITY
UNIVERSITY OF PLYMOUTH,RESEARCH,2013,301198,UNIVERSITY
UNIVERSITY OF PLYMOUTH,RESEARCH,2014,567041,UNIVERSITY
UNIVERSITY OF PLYMOUTH,RESEARCH,2015,2118863,UNIVERSITY
UNIVERSITY OF PLYMOUTH,RESEARCH,2016,2598562,UNIVERSITY
UNIVERSITY OF PLYMOUTH,RESEARCH,2017,1667659,UNIVERSITY
UNIVERSITY OF PLYMOUTH,RESEARCH,2018,1762794,UNIVERSITY
UNIVERSITY OF PLYMOUTH,RESEARCH,2017,88508,UNIVERSITY
UNIVERSITY OF PLYMOUTH,RESEARCH,2018,72711,UNIVERSITY
UNIVERSITY OF PORTSMOUTH,RESEARCH,2018,465732,UNIVERSITY
UNIVERSITY OF PORTSMOUTH,EDUCATION,2015,91360,UNIVERSITY
UNIVERSITY OF PORTSMOUTH,BUSINESS,2016,206680,UNIVERSITY
UNIVERSITY OF PORTSMOUTH,BUSINESS,2017,196544,UNIVERSITY
UNIVERSITY OF PORTSMOUTH,BUSINESS,2018,245219,UNIVERSITY
UNIVERSITY OF PORTSMOUTH,RESEARCH,2013,484688,UNIVERSITY
UNIVERSITY OF PORTSMOUTH,RESEARCH,2015,1438359,UNIVERSITY
UNIVERSITY OF PORTSMOUTH,RESEARCH,2016,2575390,UNIVERSITY
UNIVERSITY OF PORTSMOUTH,RESEARCH,2017,1416015,UNIVERSITY
UNIVERSITY OF PORTSMOUTH,RESEARCH,2018,2159212,UNIVERSITY
UNIVERSITY OF PORTSMOUTH,RESEARCH,2014,141734,UNIVERSITY
UNIVERSITY OF PORTSMOUTH,RESEARCH,2015,455700,UNIVERSITY
UNIVERSITY OF PORTSMOUTH,RESEARCH,2017,149078,UNIVERSITY
UNIVERSITY OF PORTSMOUTH,RESEARCH,2018,150664,UNIVERSITY
UNIVERSITY OF READING,RESEARCH,2018,73764,UNIVERSITY
UNIVERSITY OF READING,EDUCATION,2015,944888,UNIVERSITY
UNIVERSITY OF READING,EDUCATION,2016,244468,UNIVERSITY
UNIVERSITY OF READING,EDUCATION,2017,1198571,UNIVERSITY
UNIVERSITY OF READING,EDUCATION,2018,716680,UNIVERSITY
UNIVERSITY OF READING,BUSINESS,2015,108501,UNIVERSITY
UNIVERSITY OF READING,BUSINESS,2016,139680,UNIVERSITY
UNIVERSITY OF READING,BUSINESS,2017,431344,UNIVERSITY
UNIVERSITY OF READING,BUSINESS,2018,95892,UNIVERSITY
UNIVERSITY OF READING,RESEARCH,2013,3942444,UNIVERSITY
UNIVERSITY OF READING,RESEARCH,2014,3133040,UNIVERSITY
UNIVERSITY OF READING,RESEARCH,2015,10983760,UNIVERSITY
UNIVERSITY OF READING,RESEARCH,2016,13529378,UNIVERSITY
UNIVERSITY OF READING,RESEARCH,2017,14505361,UNIVERSITY
UNIVERSITY OF READING,RESEARCH,2018,10695595,UNIVERSITY
UNIVERSITY OF READING,RESEARCH,2013,205944,UNIVERSITY
UNIVERSITY OF READING,RESEARCH,2014,177641,UNIVERSITY
UNIVERSITY OF READING,RESEARCH,2015,1420877,UNIVERSITY
UNIVERSITY OF READING,RESEARCH,2016,808642,UNIVERSITY
UNIVERSITY OF READING,RESEARCH,2017,379216,UNIVERSITY
UNIVERSITY OF READING,RESEARCH,2018,1038234,UNIVERSITY
UNIVERSITY OF SALFORD,EDUCATION,2017,110946,UNIVERSITY
UNIVERSITY OF SALFORD,RESEARCH,2013,269545,UNIVERSITY
UNIVERSITY OF SALFORD,RESEARCH,2015,956613,UNIVERSITY
UNIVERSITY OF SALFORD,RESEARCH,2016,495573,UNIVERSITY
UNIVERSITY OF SALFORD,RESEARCH,2017,1241231,UNIVERSITY
UNIVERSITY OF SALFORD,RESEARCH,2018,2082146,UNIVERSITY
UNIVERSITY OF SALFORD,RESEARCH,2014,69524,UNIVERSITY
UNIVERSITY OF SALFORD(THE),BUSINESS,2016,110334,UNIVERSITY
UNIVERSITY OF SALFORD(THE),BUSINESS,2017,548684,UNIVERSITY
UNIVERSITY OF SALFORD(THE),BUSINESS,2018,258741,UNIVERSITY
UNIVERSITY OF SHEFFIELD,BUSINESS,2016,4100000,UNIVERSITY
UNIVERSITY OF SHEFFIELD,RESEARCH,2017,5976447,UNIVERSITY
UNIVERSITY OF SHEFFIELD,RESEARCH,2017,468463,UNIVERSITY
UNIVERSITY OF SHEFFIELD,EDUCATION,2014,643679,UNIVERSITY
UNIVERSITY OF SHEFFIELD,EDUCATION,2015,2866316,UNIVERSITY
UNIVERSITY OF SHEFFIELD,EDUCATION,2016,6258749,UNIVERSITY
UNIVERSITY OF SHEFFIELD,EDUCATION,2017,1631501,UNIVERSITY
UNIVERSITY OF SHEFFIELD,EDUCATION,2018,11911021,UNIVERSITY
UNIVERSITY OF SHEFFIELD,BUSINESS,2016,406706,UNIVERSITY
UNIVERSITY OF SHEFFIELD,BUSINESS,2017,819777,UNIVERSITY
UNIVERSITY OF SHEFFIELD,BUSINESS,2018,429279,UNIVERSITY
UNIVERSITY OF SHEFFIELD,OTHER GRANT,2016,323928,UNIVERSITY
UNIVERSITY OF SHEFFIELD,OTHER GRANT,2017,7979599,UNIVERSITY
UNIVERSITY OF SHEFFIELD,RESEARCH,2011,12604412,UNIVERSITY
UNIVERSITY OF SHEFFIELD,RESEARCH,2012,699361,UNIVERSITY
UNIVERSITY OF SHEFFIELD,RESEARCH,2013,7516215,UNIVERSITY
UNIVERSITY OF SHEFFIELD,RESEARCH,2014,19087079,UNIVERSITY
UNIVERSITY OF SHEFFIELD,RESEARCH,2015,29057977,UNIVERSITY
UNIVERSITY OF SHEFFIELD,RESEARCH,2016,77889910,UNIVERSITY
UNIVERSITY OF SHEFFIELD,RESEARCH,2017,35616929,UNIVERSITY
UNIVERSITY OF SHEFFIELD,RESEARCH,2018,37806157,UNIVERSITY
UNIVERSITY OF SHEFFIELD,RESEARCH,2011,20915988,UNIVERSITY
UNIVERSITY OF SHEFFIELD,RESEARCH,2014,22684251,UNIVERSITY
UNIVERSITY OF SHEFFIELD,RESEARCH,2015,5249051,UNIVERSITY
UNIVERSITY OF SHEFFIELD,RESEARCH,2016,6123191,UNIVERSITY
UNIVERSITY OF SHEFFIELD,RESEARCH,2017,10137273,UNIVERSITY
UNIVERSITY OF SHEFFIELD,RESEARCH,2018,11083755,UNIVERSITY
UNIVERSITY OF SOUTH WALES,BUSINESS,2018,140088,UNIVERSITY
UNIVERSITY OF SOUTH WALES,RESEARCH,2018,278515,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2018,1650000,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,EDUCATION,2013,1105048,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,EDUCATION,2014,3388488,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,EDUCATION,2015,3836765,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,EDUCATION,2016,2485355,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,EDUCATION,2017,3211557,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,EDUCATION,2018,4750751,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,BUSINESS,2016,101840,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,BUSINESS,2017,396640,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,BUSINESS,2018,573818,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,OTHER GRANT,2016,4680553,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2012,8139098,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2013,26472232,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2014,19501086,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2015,40895221,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2016,42095427,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2017,69920170,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2018,32222885,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,EDUCATION,2014,4500000,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2011,8119798,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2013,617832,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2014,23700220,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2015,7020729,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2016,9427250,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2017,10345653,UNIVERSITY
UNIVERSITY OF SOUTHAMPTON,RESEARCH,2018,13175935,UNIVERSITY
UNIVERSITY OF ST ANDREWS,EDUCATION,2014,1483059,UNIVERSITY
UNIVERSITY OF ST ANDREWS,EDUCATION,2017,1827060,UNIVERSITY
UNIVERSITY OF ST ANDREWS,EDUCATION,2018,1347498,UNIVERSITY
UNIVERSITY OF ST ANDREWS,BUSINESS,2016,112985,UNIVERSITY
UNIVERSITY OF ST ANDREWS,RESEARCH,2013,5343051,UNIVERSITY
UNIVERSITY OF ST ANDREWS,RESEARCH,2014,1222664,UNIVERSITY
UNIVERSITY OF ST ANDREWS,RESEARCH,2015,4943111,UNIVERSITY
UNIVERSITY OF ST ANDREWS,RESEARCH,2016,5216330,UNIVERSITY
UNIVERSITY OF ST ANDREWS,RESEARCH,2017,16742969,UNIVERSITY
UNIVERSITY OF ST ANDREWS,RESEARCH,2018,21318122,UNIVERSITY
UNIVERSITY OF ST ANDREWS,RESEARCH,2014,10805760,UNIVERSITY
UNIVERSITY OF ST ANDREWS,RESEARCH,2015,2804522,UNIVERSITY
UNIVERSITY OF ST ANDREWS,RESEARCH,2016,1784777,UNIVERSITY
UNIVERSITY OF ST ANDREWS,RESEARCH,2017,851818,UNIVERSITY
UNIVERSITY OF ST ANDREWS,RESEARCH,2018,1555424,UNIVERSITY
UNIVERSITY OF STIRLING,EDUCATION,2014,462976,UNIVERSITY
UNIVERSITY OF STIRLING,EDUCATION,2018,641981,UNIVERSITY
UNIVERSITY OF STIRLING,RESEARCH,2012,632016,UNIVERSITY
UNIVERSITY OF STIRLING,RESEARCH,2013,460292,UNIVERSITY
UNIVERSITY OF STIRLING,RESEARCH,2014,407897,UNIVERSITY
UNIVERSITY OF STIRLING,RESEARCH,2015,1498692,UNIVERSITY
UNIVERSITY OF STIRLING,RESEARCH,2016,2317993,UNIVERSITY
UNIVERSITY OF STIRLING,RESEARCH,2017,5416861,UNIVERSITY
UNIVERSITY OF STIRLING,RESEARCH,2018,3021619,UNIVERSITY
UNIVERSITY OF STIRLING,RESEARCH,2016,86776,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,EDUCATION,2014,1071470,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,EDUCATION,2015,1394319,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,EDUCATION,2016,1100149,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,EDUCATION,2017,1582667,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,EDUCATION,2018,1373263,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,BUSINESS,2017,294957,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,BUSINESS,2018,275994,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,RESEARCH,2013,5438045,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,RESEARCH,2014,6233084,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,RESEARCH,2015,3403867,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,RESEARCH,2016,12385559,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,RESEARCH,2017,28969117,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,RESEARCH,2018,19933790,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,RESEARCH,2011,1231298,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,RESEARCH,2012,4348959,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,RESEARCH,2013,411888,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,RESEARCH,2014,13021616,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,RESEARCH,2015,2736735,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,RESEARCH,2016,3944646,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,RESEARCH,2017,1576525,UNIVERSITY
UNIVERSITY OF STRATHCLYDE,RESEARCH,2018,6231592,UNIVERSITY
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,BUSINESS,2017,6594642,COLLEGE
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,RESEARCH,2018,531390,COLLEGE
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,BUSINESS,2014,100843,COLLEGE
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,BUSINESS,2016,140756,COLLEGE
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,BUSINESS,2017,579453,COLLEGE
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,BUSINESS,2018,699327,COLLEGE
UNIVERSITY OF SUNDERLAND,RESEARCH,2018,1521812,UNIVERSITY
UNIVERSITY OF SURREY,EDUCATION,2017,274272,UNIVERSITY
UNIVERSITY OF SURREY,EDUCATION,2018,2839958,UNIVERSITY
UNIVERSITY OF SURREY,BUSINESS,2015,113490,UNIVERSITY
UNIVERSITY OF SURREY,BUSINESS,2016,138087,UNIVERSITY
UNIVERSITY OF SURREY,BUSINESS,2017,151121,UNIVERSITY
UNIVERSITY OF SURREY,OTHER GRANT,2017,8836433,UNIVERSITY
UNIVERSITY OF SURREY,RESEARCH,2013,5415204,UNIVERSITY
UNIVERSITY OF SURREY,RESEARCH,2014,8325898,UNIVERSITY
UNIVERSITY OF SURREY,RESEARCH,2015,11327079,UNIVERSITY
UNIVERSITY OF SURREY,RESEARCH,2016,28698026,UNIVERSITY
UNIVERSITY OF SURREY,RESEARCH,2017,23011705,UNIVERSITY
UNIVERSITY OF SURREY,RESEARCH,2018,9161308,UNIVERSITY
UNIVERSITY OF SURREY,RESEARCH,2011,10987802,UNIVERSITY
UNIVERSITY OF SURREY,RESEARCH,2013,274592,UNIVERSITY
UNIVERSITY OF SURREY,RESEARCH,2014,4936601,UNIVERSITY
UNIVERSITY OF SURREY,RESEARCH,2015,2237606,UNIVERSITY
UNIVERSITY OF SURREY,RESEARCH,2016,2846359,UNIVERSITY
UNIVERSITY OF SURREY,RESEARCH,2017,1392866,UNIVERSITY
UNIVERSITY OF SURREY,RESEARCH,2018,4602344,UNIVERSITY
UNIVERSITY OF SUSSEX,RESEARCH,2017,238170,UNIVERSITY
UNIVERSITY OF SUSSEX,EDUCATION,2013,253829,UNIVERSITY
UNIVERSITY OF SUSSEX,EDUCATION,2014,92546,UNIVERSITY
UNIVERSITY OF SUSSEX,EDUCATION,2015,2441846,UNIVERSITY
UNIVERSITY OF SUSSEX,EDUCATION,2017,327845,UNIVERSITY
UNIVERSITY OF SUSSEX,EDUCATION,2018,2518331,UNIVERSITY
UNIVERSITY OF SUSSEX,BUSINESS,2018,144039,UNIVERSITY
UNIVERSITY OF SUSSEX,RESEARCH,2013,5633490,UNIVERSITY
UNIVERSITY OF SUSSEX,RESEARCH,2014,2688647,UNIVERSITY
UNIVERSITY OF SUSSEX,RESEARCH,2015,5939921,UNIVERSITY
UNIVERSITY OF SUSSEX,RESEARCH,2016,6521604,UNIVERSITY
UNIVERSITY OF SUSSEX,RESEARCH,2017,9408267,UNIVERSITY
UNIVERSITY OF SUSSEX,RESEARCH,2018,12952402,UNIVERSITY
UNIVERSITY OF SUSSEX,RESEARCH,2011,4815835,UNIVERSITY
UNIVERSITY OF SUSSEX,RESEARCH,2013,68648,UNIVERSITY
UNIVERSITY OF SUSSEX,RESEARCH,2014,928849,UNIVERSITY
UNIVERSITY OF SUSSEX,RESEARCH,2015,1360737,UNIVERSITY
UNIVERSITY OF SUSSEX,RESEARCH,2016,640223,UNIVERSITY
UNIVERSITY OF SUSSEX,RESEARCH,2017,434929,UNIVERSITY
UNIVERSITY OF SUSSEX,RESEARCH,2018,1140394,UNIVERSITY
UNIVERSITY OF TEESSIDE,RESEARCH,2018,361280,UNIVERSITY
UNIVERSITY OF TEESSIDE,BUSINESS,2017,91317,UNIVERSITY
UNIVERSITY OF TEESSIDE,BUSINESS,2018,173039,UNIVERSITY
UNIVERSITY OF TEESSIDE,RESEARCH,2017,91848,UNIVERSITY
UNIVERSITY OF THE ANDES - COLOMBIA,RESEARCH,2017,275573,UNIVERSITY
UNIVERSITY OF THE ARTS LONDON,RESEARCH,2017,299280,UNIVERSITY
UNIVERSITY OF THE ARTS LONDON,RESEARCH,2018,6560653,UNIVERSITY
UNIVERSITY OF THE FREE STATE,RESEARCH,2016,670903,UNIVERSITY
UNIVERSITY OF THE HIGHLANDS AND ISLANDS,RESEARCH,2013,116053,UNIVERSITY
UNIVERSITY OF THE WEST OF ENGLAND,EDUCATION,2018,1318758,UNIVERSITY
UNIVERSITY OF THE WEST OF ENGLAND,BUSINESS,2017,340344,UNIVERSITY
UNIVERSITY OF THE WEST OF ENGLAND,BUSINESS,2018,74207,UNIVERSITY
UNIVERSITY OF THE WEST OF ENGLAND,RESEARCH,2013,304861,UNIVERSITY
UNIVERSITY OF THE WEST OF ENGLAND,RESEARCH,2014,2114371,UNIVERSITY
UNIVERSITY OF THE WEST OF ENGLAND,RESEARCH,2015,499096,UNIVERSITY
UNIVERSITY OF THE WEST OF ENGLAND,RESEARCH,2016,646065,UNIVERSITY
UNIVERSITY OF THE WEST OF ENGLAND,RESEARCH,2017,1393588,UNIVERSITY
UNIVERSITY OF THE WEST OF ENGLAND,RESEARCH,2018,7908447,UNIVERSITY
"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL'S INTERNATIONAL COLLEGE",BUSINESS,2017,107724,COLLEGE
"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL'S INTERNATIONAL COLLEGE",BUSINESS,2018,102960,COLLEGE
