,LeadROName,Department,ProjectCategory,AwardPounds,Region,year
14194,University of St Andrews,Biology,Research Grant,651053.0,Scotland,2015
14195,Durham University,,Knowledge Transfer Partnership,142825.0,North East,2016
14196,University of Manchester,Electrical and Electronic Engineering,Research Grant,341089.0,North West,2015
14197,Loughborough University,Research Student Office,Training Grant,3032016.0,East Midlands,2018
14198,University of York,Physics,Training Grant,4070431.0,Yorkshire and The Humber,2016
14199,University College London,MRC Laboratory of Molecular Cell Biology,Research Grant,1612264.0,London,2013
14200,University of Oxford,Population Health,Fellowship,266536.0,South East,2018
14201,University of York,Philosophy,Research Grant,37871.0,Yorkshire and The Humber,2017
14202,University of the West of England,Faculty of Environment and Technology,Fellowship,80429.0,South West,2018
14203,University of Nottingham,Sch of Chemistry,Training Grant,95042.0,East Midlands,2016
14204,University of Manchester,Chemistry,Training Grant,98212.0,North West,2017
14205,Newcastle University,Sch of Computing,Research Grant,164311.0,North East,2018
14206,University of Leeds,Sch of Computing,Research Grant,977832.0,Yorkshire and The Humber,2016
14207,University of Manchester,Chemistry,Training Grant,98212.0,North West,2017
14208,University of Reading,Meteorology,Research Grant,284525.0,South East,2018
14209,"Royal Holloway, University of London",Physics,Research Grant,76000.0,South East,2018
14210,University of Sussex,Sch of Global Studies,Research Grant,58778.0,South East,2015
14211,University of Southampton,School of Humanities,Research Grant,362320.0,South East,2016
14212,Newcastle University,Architecture Planning and Landscape,Research Grant,598309.0,North East,2017
14213,University of Glasgow,School of Education,Research Grant,721048.0,Scotland,2018
14214,Rothamsted Research,Sustainable Agriculture Sciences-H,Research Grant,2022363.0,East of England,2015
14215,Imperial College London,Dept of Medicine,Fellowship,286543.0,London,2016
14216,University of Oxford,Oriental Institute,Research Grant,687482.0,South East,2018
14217,Beta Bugs Limited,,Feasibility Studies,69908.0,Unknown,2018
14218,University of Sheffield,Physics and Astronomy,Research Grant,387379.0,Yorkshire and The Humber,2018
14219,Spinetic Energy Limited,,Feasibility Studies,104971.0,Unknown,2018
14220,Cardiff Metropolitan University,,Knowledge Transfer Partnership,85511.0,Wales,2017
14221,University of Southampton,School of Ocean and Earth Science,Research Grant,460630.0,South East,2018
14222,University College London,Medicine,Research Grant,523639.0,London,2017
14223,University of Hull,Biomedical Sciences,Research Grant,193196.0,Yorkshire and The Humber,2016
14224,"Queen Mary, University of London",Sch of Biological and Chemical Sciences,Fellowship,675133.0,London,2015
14225,Newcastle University,School of Modern Languages,Research Grant,795401.0,North East,2018
14226,Scottish Association For Marine Science,Scottish Association For Marine Science,Fellowship,40430.0,Scotland,2018
14227,University of Cambridge,Psychiatry,Fellowship,2043833.0,East of England,2016
14228,University of Exeter,Engineering Computer Science and Maths,Fellowship,305646.0,South West,2018
14229,University College London,Electronic and Electrical Engineering,Training Grant,4259175.0,London,2014
14230,University of Nottingham,School of Veterinary Medicine and Sci,Training Grant,26000.0,East Midlands,2016
14231,University of Cambridge,Engineering,Research Grant,182090.0,East of England,2017
14232,National Inst of Agricultural Botany,Genetics and Breeding,Research Grant,211824.0,East of England,2018
14233,University of Bristol,Experimental Psychology,Research Grant,232033.0,South West,2017
14234,University of Oxford,Biochemistry,Research Grant,409617.0,South East,2018
14235,University College London,Medicine,Research Grant,2282062.0,London,2015
14236,University of Reading,Meteorology,Research Grant,402054.0,South East,2014
14237,University of Leeds,Law,Research Grant,325177.0,Yorkshire and The Humber,2017
14238,University of Edinburgh,Sch of Physics and Astronomy,Research Grant,1649970.0,Scotland,2017
14239,Parcelvision Limited,,CRD,349986.0,London,2018
14240,University of Nottingham,Sch of Biosciences,Training Grant,98212.0,East Midlands,2018
14241,University of Birmingham,"Sch of Geography, Earth & Env Sciences",Research Grant,157512.0,West Midlands,2015
14242,University of Glasgow,School of Engineering,Research Grant,713033.0,Scotland,2016
14243,IS-Instruments Limited,,Collaborative R&D,417831.0,South East,2018
14244,Esi UK Limited,,Collaborative R&D,1353818.0,South East,2017
14245,University of Edinburgh,The Roslin Institute,Research Grant,531140.0,Scotland,2018
14246,University of Southampton,Faculty of Engineering & the Environment,Research Grant,72179.0,South East,2017
14247,Ingenza Limited,,Collaborative R&D,396540.0,Scotland,2016
14248,Royal Veterinary College,Pathology and Pathogen Biology,Fellowship,442660.0,London,2015
14249,University of Leeds,Chemical and Process Engineering,Research Grant,823183.0,Yorkshire and The Humber,2016
14250,Durham University,Geography,Research Grant,341023.0,North East,2014
14251,University of Reading,Geography and Environmental Sciences,Research Grant,124470.0,South East,2016
14252,Advanced Hall Sensors Limited,,Collaborative R&D,268977.0,North West,2017
14253,University of Strathclyde,Research and Knowledge Exchange Services,Training Grant,666368.0,Scotland,2017
14254,MRC Laboratory of Molecular Biology,,Research Grant,115772.0,East of England,2016
14255,University of Bristol,Earth Sciences,Research Grant,414766.0,South West,2015
14256,Newcastle University,Institute of Neuroscience,Research Grant,2536012.0,North East,2014
14257,Applied Inspection Limited,,Feasibility Studies,726553.0,London,2017
14258,University of Bristol,Faculty of Medicine and Dentistry,Fellowship,201334.0,South West,2014
14259,University of Leeds,Sch of Molecular & Cellular Biology,Research Grant,576128.0,Yorkshire and The Humber,2017
14260,Unilever U.K. Central Resources Limited,,Collaborative R&D,749352.0,East of England,2018
14261,University of Exeter,,Knowledge Transfer Partnership,83290.0,South West,2018
14262,John Innes Centre,Metabolic Biology,Research Grant,247020.0,East of England,2018
14263,University of Cambridge,Law,Research Grant,8715.0,East of England,2018
14264,JR Dynamics Limited,,Collaborative R&D,556082.0,North East,2017
14265,Airbus Helicopters UK Limited,,Collaborative R&D,1012001.0,South East,2015
14266,University of Dundee,School of Life Sciences,Research Grant,344375.0,Scotland,2017
14267,University of Southampton,Faculty of Engineering & the Environment,Research Grant,242455.0,South East,2018
14268,University of Cape Town,Health Sciences Faculty,Research Grant,597691.0,Outside UK,2018
14269,Rolls-Royce plc,,BIS-Funded Programmes,8155996.0,London,2016
14270,International Institute for Env and Dev,Human Settlements Group,Research Grant,273102.0,London,2017
14271,University College London,Earth Sciences,Fellowship,593726.0,London,2017
14272,"Queen Mary, University of London",Astronomy Unit,Research Grant,1246942.0,London,2017
14273,University of Oxford,The Jenner Institute,Research Grant,1604424.0,South East,2017
14274,University of Bath,Mathematical Sciences,Fellowship,220665.0,South West,2016
14275,University of Hertfordshire,"School of Physics, Astronomy and Maths",Research Grant,303902.0,East of England,2015
14276,University of Dundee,School of Life Sciences,Research Grant,647145.0,Scotland,2017
14277,University of York,Biology,Training Grant,95042.0,Yorkshire and The Humber,2015
14278,Imperial College London,Life Sciences,Research Grant,199240.0,London,2018
14279,Newcastle University,Sch of Natural Sciences & Env Sciences,Research Grant,98631.0,North East,2018
14280,University of Nottingham,School of Life Sciences,Research Grant,301038.0,East Midlands,2017
14281,University of Sussex,Sch of Business Management & Economics,Research Grant,192085.0,South East,2015
14282,University College London,Neuroscience Physiology and Pharmacology,Research Grant,389771.0,London,2018
14283,University of Leeds,Sch of Molecular & Cellular Biology,Training Grant,99034.0,Yorkshire and The Humber,2018
14284,"Queen Mary, University of London",Research Support Services,Training Grant,1476942.0,London,2018
14285,University of Strathclyde,Electronic and Electrical Engineering,Research Grant,298108.0,Scotland,2016
14286,Lyra Electronics Limited,,Collaborative R&D,1328205.0,West Midlands,2018
14287,University of York,Sociology,Research Grant,355626.0,Yorkshire and The Humber,2015
14288,London Sch of Hygiene and Trop Medicine,Infectious and Tropical Diseases,Research Grant,352632.0,London,2017
14289,Cardiff University,School of Medicine,Research Grant,416232.0,Wales,2014
14290,Heriot-Watt University,Sch of Engineering and Physical Science,Research Grant,411105.0,Scotland,2015
14291,Tpl Ip Holdings Limited,,Feasibility Studies,69796.0,Unknown,2018
14292,WMG Catapult,,Knowledge Transfer Partnership,162483.0,,2016
14293,Phytoform Labs Ltd,,Feasibility Studies,69773.0,Unknown,2018
14294,Pointo Recruitment Limited,,EU-Funded,47112.0,Unknown,2018
14295,John Innes Centre,Metabolic Biology,Research Grant,1223712.0,East of England,2018
14296,University of Nottingham,School of Medicine,Research Grant,581334.0,East Midlands,2017
14297,University of Surrey,Finance and Financial Management,Training Grant,3570044.0,South East,2018
14298,OptiSense Limited,,Collaborative R&D,483276.0,South East,2015
14299,London Sch of Hygiene and Trop Medicine,Infectious and Tropical Diseases,Research Grant,640857.0,London,2017
14300,Newcastle University,Sch of Engineering,Research Grant,8000000.0,North East,2017
14301,National Inst of Agricultural Botany,Centre for Research,Research Grant,52656.0,East of England,2016
14302,University of Glasgow,School of Engineering,Research Grant,194057.0,Scotland,2018
14303,University of Edinburgh,Royal (Dick) School of Veterinary Scienc,Training Grant,95042.0,Scotland,2015
14304,Imperial College London,Dept of Computing,Research Grant,828907.0,London,2016
14305,Cardiff University,School of Medicine,Research Grant,1866704.0,Wales,2014
14306,Cranfield University,"Sch of Aerospace, Transport & Manufact",Training Grant,3984294.0,East of England,2014
14307,3f Bio Ltd,,Feasibility Studies,69625.0,Scotland,2017
14308,Heriot-Watt University,,Knowledge Transfer Partnership,101768.0,Scotland,2017
14309,Lancaster University,Lancaster Environment Centre,Training Grant,95042.0,North West,2015
14310,St George's University of London,Molecular & Clinical Sci Research Inst,Research Grant,2018701.0,London,2017
14311,Cambridge Microelectronics Ltd,,Collaborative R&D,711764.0,East of England,2017
14312,King's College London,Mathematics,Training Grant,159423.0,London,2018
14313,Swansea University,School of Engineering,Training Grant,2613844.0,Wales,2015
14314,Firstgroup Holdings Limited,,Feasibility Studies,2480654.0,Unknown,2018
14315,University of Surrey,Hospitality,Research Grant,356647.0,South East,2018
14316,University of Greenwich,"Pharm., Chem. & Environmental Sci., FES",Research Grant,211418.0,London,2018
14317,University of Birmingham,School of Chemistry,Research Grant,477906.0,West Midlands,2017
14318,University of Exeter,University of Exeter Medical School,Research Grant,324715.0,South West,2017
14319,University of Edinburgh,Royal (Dick) School of Veterinary Scienc,Research Grant,430944.0,Scotland,2017
14320,University of Exeter,Biosciences,Research Grant,650158.0,South West,2018
14321,University of Warwick,Mathematics,Research Grant,316241.0,West Midlands,2017
14322,University of Derby,,Knowledge Transfer Partnership,102538.0,East Midlands,2017
14323,University College London,Mullard Space Science Laboratory,Research Grant,56597.0,London,2018
14324,Nat Inst for Bio Standards and Control,Division of Advanced Therapies,Research Grant,2097761.0,East of England,2018
14325,Swansea University,College of Science,Research Grant,738112.0,Wales,2018
14326,University of Birmingham,Institute of Applied Social Sciences,Research Grant,381723.0,West Midlands,2017
14327,University of Edinburgh,Edinburgh Parallel Computing Centre,Research Grant,3511601.0,Scotland,2015
14328,University of Sussex,Sch of Life Sciences,Research Grant,356383.0,South East,2018
14329,Biome Technologies PLC,,Collaborative R&D,650489.0,South East,2017
